,Follower ID,Tweet ID,Tweet text
0,1528830835465535490,1531126838554157057,@TheRenegadeRap Already is
1,1528830835465535490,1531126188042768384,"@OGSteezus 1. Can't live w/o it
2. Numb
3. Nothin New"
2,1528830835465535490,1531120433818476550,RT @memesiwish: https://t.co/tXFiRgSCq8
3,1528830835465535490,1531119885484531719,"RT @UgwunnaEjikem: God abeg any of my pikin wey go do interstate journey to go famz IG influencer, make e comot for wet dream this night🙏"
4,1528830835465535490,1531117223691132933,"RT @Oluwatobisteph6: 21 Savage, Gunna and Lil Baby on Can’t live without it https://t.co/jVZDkJw6yk"
5,1528830835465535490,1531117029964513280,They don't miss https://t.co/dTYnQnVu4u
6,1528830835465535490,1531116139086061568,RT @JusMissesNoHits: Breaking: Lil Baby has ended racism 🙏 https://t.co/WCHIBPzWOG
7,1528830835465535490,1531109569157529601,This shit so true https://t.co/VTTlnn0ywy
8,1528830835465535490,1531109105414418435,@SuperSmada Good question
9,1528830835465535490,1531108203580252165,RT @heisrema: Yeh https://t.co/rfEUS8wm3M
10,1528830835465535490,1531104278848454659,@nifgotbank @kn_meena01 Congratulations 🎉
11,1528830835465535490,1531103029474340865,RT @mrcapsaveahoe1: You see Young Thug is a good person they got the wrong guy https://t.co/HMN2mbFs1a
12,1528830835465535490,1531102876847726592,RT @mrcapsaveahoe1: Niggas really be playing 2k with no dad where yo dad at nigga
13,1528830835465535490,1531102832123908098,RT @mrcapsaveahoe1: Stop watching porn and start making it
14,1528830835465535490,1531095391621586949,@antisocialxdami How he gon do that tho?👀
15,1528830835465535490,1531094982798475269,RT @antisocialxdami: Girls on drugs still need love
16,1528830835465535490,1529165290319355905,"RT @_ashijoz: “Work on your insecurities”

Bruda your doubts are true…no work on anything 👍"
17,1051037900161331201,1530971373107040258,"@davido If he say e dey, then e dey https://t.co/cWAIOjGplM"
18,1051037900161331201,1530217042950991872,"@oppo 🙏
An Oppo A96 device as a giveaway for me will be my best things this year 😩"
19,1051037900161331201,1530216022061600768,@Josephekong1998 @OPPONigeria @oppo @OPPOMobileUK Yes o 🙌
20,1051037900161331201,1530215616585650176,@MiracleBedford @OPPONigeria @oppo @OPPOMobileUK Thanks man 🙏🙌
21,1051037900161331201,1530215526059884548,"@EzikeChinwe @OPPONigeria @oppo @OPPOMobileUK I dey here for you 

I will take you on a one-on-one online class for 1 week on every aspect of phone Photography (Practical) 

Just make payment of N2,000 to 0601609760 (GTB) Faith Etuk

And then send a message on WhatsApp to me 
08123453003"
22,1051037900161331201,1530215421051383810,"@Akanozky1 @OPPONigeria @oppo @OPPOMobileUK Thank you so much

Check ""Pointek"" at plaza"
23,1051037900161331201,1530215285025906689,@buchyxx @OPPONigeria @oppo @OPPOMobileUK Yeaa 🥰😌
24,1051037900161331201,1530215059313594375,@itz_vstyckz @OPPONigeria @oppo @OPPOMobileUK Thank you so much 🙏
25,1051037900161331201,1530214776529354752,"@PriestParzival Just make payment of N2,000 to 0601609760 (GTB) Faith Etuk

And then send a message on WhatsApp to me 
08123453003"
26,1051037900161331201,1530214651786670080,@Victorswift124 08123453003
27,1051037900161331201,1530214550317977603,"@keitamuhammed I'm here for you

I will take you on a one-on-one online class for 1 week on every aspect of phone Photography (Practical) 

Just make payment of N2,000 to 0601609760 (GTB) Faith Etuk

And then send a message on WhatsApp to me 
08123453003"
28,1051037900161331201,1530214483267919874,"@Lawrex13 Yes with any Smartphone

That has up to 8MP 

That your phone is good to go"
29,1051037900161331201,1530214287884558337,"@HoyekolaVicktor I'm here for you

I will take you on a one-on-one online class for 1 week on every aspect of phone Photography (Practical) 

Just make payment of N2,000 to 0601609760 (GTB) Faith Etuk

And then send a message on WhatsApp to me 
08123453003"
30,1051037900161331201,1530213822031601665,"@jossyjooe I will take you on a 1 on 1 online class for 1 week to teach you practically everything about phone photography - How to capture &amp; edit perfectly well, with all the apps I use

Make payment of N2,000 here 0601609760 (GTB) Faith Etuk

Then send a message on WhatsApp   08123453003"
31,1051037900161331201,1530213712937852929,"@iniufak_moffat Yes absolutely

Some people even train there"
